JournalName,ImpactFactor2020,Source,Type,Title,Publisher,ISSN,DoIsbyYear,BackFileDoIs,CurrentDoIs,TotalDoIs,Subjects,ImpactFactor,Journals_Metadata_Paths
Addictive Behaviors Reports,,SCI_Journals_2020,SCI,Addictive Behaviors Reports,Elsevier ,['2352-8532'],"[[2019, 94], [2020, 82], [2018, 49], [2017, 33], [2016, 31], [2015, 31], [2021, 24]]",144.0,200.0,344.0,[],35.231,Journals_Metadata/Addictive Behaviors Reports.json
Adipocyte,,SCI_Journals_2020,SCI,Adipocyte,Landes Bioscience,"['2162-397X', '2162-3945']","[[2013, 66], [2020, 63], [2014, 54], [2015, 45], [2012, 44], [2016, 40], [2017, 39], [2019, 36], [2018, 32], [2021, 22]]",320.0,121.0,441.0,"[{'name': 'Cell Biology', 'ASJC': 1307}, {'name': 'Histology', 'ASJC': 2722}]",35.231,Journals_Metadata/Adipocyte.json
ADMET and DMPK,,SCI_Journals_2020,SCI,ADMET & DMPK,International Association of Physical Chemists,['1848-7718'],"[[2015, 38], [2020, 32], [2018, 25], [2016, 24], [2017, 22], [2019, 20], [2014, 18], [2013, 13], [2021, 5]]",140.0,57.0,197.0,[],35.231,Journals_Metadata/ADMET and DMPK.json
Administratie si Management Public,,SCI_Journals_2020,SCI,ADMINISTRATIE SI MANAGEMENT PUBLIC,Bucharest University of Economic Studies,['1583-9583'],"[[2020, 23], [2019, 22], [2018, 11]]",11.0,45.0,56.0,"[{'name': 'Sociology and Political Science', 'ASJC': 3312}, {'name': 'Public Administration', 'ASJC': 3321}]",35.231,Journals_Metadata/Administratie si Management Public.json
Administration,,SCI_Journals_2020,SCI,Journal of Public Administration and Policy Research,Academic Journals,['2141-2480'],"[[2013, 16], [2012, 13], [2014, 10], [2015, 9], [2016, 6], [2019, 5], [2017, 4], [2018, 2], [2020, 1]]",60.0,6.0,66.0,[],35.231,Journals_Metadata/Administration.json
Adsorption Science and Technology,,SCI_Journals_2020,SCI,Adsorption Science & Technology,Hindawi Limited,"['2048-4038', '0263-6174']","[[2017, 116], [2002, 86], [2015, 82], [2011, 77], [1996, 77], [2010, 74], [1998, 72], [2012, 71], [2006, 71], [2005, 71], [2001, 71], [2000, 71], [1999, 71], [2013, 70], [2008, 70], [2004, 70], [2003, 70], [1997, 70], [2009, 69], [2007, 68], [2014, 66], [2018, 60], [2016, 59], [1995, 38], [1986, 33], [2019, 30], [2020, 29], [1988, 27], [1984, 26], [1993, 25], [1987, 25], [1994, 24], [1985, 24], [2021, 21], [1992, 20], [1991, 20], [1989, 20], [1990, 19]]",1983.0,80.0,2063.0,"[{'name': 'General Chemical Engineering', 'ASJC': 1500}, {'name': 'General Chemistry', 'ASJC': 1600}, {'name': 'Surfaces and Interfaces', 'ASJC': 3110}]",35.231,Journals_Metadata/Adsorption Science and Technology.json
Advanced Electromagnetics,,SCI_Journals_2020,SCI,Advanced Electromagnetics,Advanced Electromagnetics,['2119-0275'],"[[2018, 80], [2019, 72], [2017, 52], [2012, 44], [2020, 36], [2016, 36], [2014, 24], [2015, 21], [2013, 18], [2021, 9]]",275.0,117.0,392.0,[],35.231,Journals_Metadata/Advanced Electromagnetics.json
Advanced Manufacturing: Polymer and Composites Science,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Advanced Manufacturing: Polymer and Composites Science.json
Advanced Modeling and Simulation in Engineering Sciences,,SCI_Journals_2020,SCI,Advanced Modeling and Simulation in Engineering Sciences,Springer (Biomed Central Ltd.),"['2213-7467', '2213-7467']","[[2020, 48], [2016, 33], [2015, 32], [2018, 31], [2014, 18], [2019, 13], [2021, 11], [2017, 7]]",121.0,72.0,193.0,[],35.231,Journals_Metadata/Advanced Modeling and Simulation in Engineering Sciences.json
Advanced Pharmaceutical Bulletin,,SCI_Journals_2020,SCI,Advanced Pharmaceutical Bulletin,Maad Rayan Publishing Company,"['2251-7308', '2228-5881']","[[2020, 136], [2019, 101], [2018, 82], [2017, 80], [2016, 80], [2015, 73]]",315.0,237.0,552.0,"[{'name': 'General Pharmacology, Toxicology and Pharmaceutics', 'ASJC': 3000}]",35.231,Journals_Metadata/Advanced Pharmaceutical Bulletin.json
Advanced Science,,SCI_Journals_2020,SCI,International Journal of Advanced Computer Science and Applications,The Science and Information Organization,"['2156-5570', '2158-107X']","[[2020, 1107], [2019, 990], [2018, 856], [2016, 818], [2017, 780], [2013, 422], [2015, 397], [2021, 362], [2012, 350], [2014, 343], [2011, 323], [2010, 91]]",4380.0,2459.0,6839.0,[],35.231,Journals_Metadata/Advanced Science.json
Advanced Structural and Chemical Imaging,,SCI_Journals_2020,SCI,Advanced Structural and Chemical Imaging,Springer (Biomed Central Ltd.),"['2198-0926', '2198-0926']","[[2016, 19], [2017, 16], [2015, 14], [2018, 13], [2019, 5], [2020, 3]]",62.0,8.0,70.0,[],35.231,Journals_Metadata/Advanced Structural and Chemical Imaging.json
Advances and Applications in Bioinformatics and Chemistry,,SCI_Journals_2020,SCI,Advances and Applications in Bioinformatics and Chemistry,Dove Medical Press,['1178-6949'],"[[2010, 13], [2009, 10], [2008, 9], [2017, 7], [2013, 6], [2021, 5], [2015, 5], [2014, 5], [2012, 4], [2011, 4], [2020, 3], [2019, 3], [2018, 1], [2016, 1]]",65.0,11.0,76.0,"[{'name': 'Biochemistry, Genetics and Molecular Biology (miscellaneous)', 'ASJC': 1301}, {'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Chemistry (miscellaneous)', 'ASJC': 1601}, {'name': 'Computer Science Applications', 'ASJC': 1706}]",35.231,Journals_Metadata/Advances and Applications in Bioinformatics and Chemistry.json
Advances in Acoustics and Vibration,,SCI_Journals_2020,SCI,Advances in Acoustics and Vibration,Hindawi Limited,"['1687-627X', '1687-6261']","[[2012, 54], [2014, 25], [2013, 24], [2011, 24], [2016, 21], [2009, 17], [2008, 14], [2017, 12], [2018, 9], [2010, 9], [2015, 7], [2019, 4], [2020, 1]]",216.0,5.0,221.0,"[{'name': 'Mechanics of Materials', 'ASJC': 2211}, {'name': 'Building and Construction', 'ASJC': 2215}, {'name': 'Acoustics and Ultrasonics', 'ASJC': 3102}]",35.231,Journals_Metadata/Advances in Acoustics and Vibration.json
Advances in Animal and Veterinary Sciences,,SCI_Journals_2020,SCI,Advances in Animal and Veterinary Sciences,ResearchersLinks Ltd,"['2307-8316', '2309-3331']","[[2020, 300], [2019, 156], [2014, 151], [2015, 120], [2018, 109], [2016, 89], [2017, 48], [2021, 16]]",517.0,472.0,989.0,[],35.231,Journals_Metadata/Advances in Animal and Veterinary Sciences.json
Advances in Astronomy,,SCI_Journals_2020,SCI,Advances in Astronomy and Space Physics,Taras Shevchenko National University of Kyiv,"['2227-1481', '2227-1481']","[[2015, 22], [2016, 17], [2014, 13], [2017, 8], [2020, 6], [2019, 6], [2018, 6]]",66.0,12.0,78.0,[],35.231,Journals_Metadata/Advances in Astronomy.json
Advances in Bioinformatics,,SCI_Journals_2020,SCI,Advances in Proteomics and Bioinformatics,Gavin Publishers,['2690-0092'],"[[2018, 5], [2017, 3]]",8.0,0.0,8.0,[],35.231,Journals_Metadata/Advances in Bioinformatics.json
Advances in Business Related Scientific Research Journal,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Advances in Business Related Scientific Research Journal.json
Advances in Cell Biology,,SCI_Journals_2020,SCI,Advances in Molecular and Cell Biology,Elsevier ,[],,,,,[],35.231,Journals_Metadata/Advances in Cell Biology.json
Advances in Civil Engineering,,SCI_Journals_2020,SCI,Advances in Civil Engineering Materials,ASTM International,['2165-3984'],"[[2014, 52], [2013, 41], [2016, 31], [2015, 22], [2012, 18], [2017, 13], [2018, 1]]",178.0,0.0,178.0,"[{'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Mechanics of Materials', 'ASJC': 2211}, {'name': 'Ceramics and Composites', 'ASJC': 2503}, {'name': 'Materials Chemistry', 'ASJC': 2505}, {'name': 'Metals and Alloys', 'ASJC': 2506}, {'name': 'Polymers and Plastics', 'ASJC': 2507}, {'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Mechanics of Materials', 'ASJC': 2211}, {'name': 'Ceramics and Composites', 'ASJC': 2503}, {'name': 'Materials Chemistry', 'ASJC': 2505}, {'name': 'Metals and Alloys', 'ASJC': 2506}, {'name': 'Polymers and Plastics', 'ASJC': 2507}, {'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Mechanics of Materials', 'ASJC': 2211}, {'name': 'Ceramics and Composites', 'ASJC': 2503}, {'name': 'Materials Chemistry', 'ASJC': 2505}, {'name': 'Metals and Alloys', 'ASJC': 2506}, {'name': 'Polymers and Plastics', 'ASJC': 2507}, {'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Mechanics of Materials', 'ASJC': 2211}, {'name': 'Ceramics and Composites', 'ASJC': 2503}, {'name': 'Materials Chemistry', 'ASJC': 2505}, {'name': 'Metals and Alloys', 'ASJC': 2506}, {'name': 'Polymers and Plastics', 'ASJC': 2507}, {'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Mechanics of Materials', 'ASJC': 2211}, {'name': 'Ceramics and Composites', 'ASJC': 2503}, {'name': 'Materials Chemistry', 'ASJC': 2505}, {'name': 'Metals and Alloys', 'ASJC': 2506}, {'name': 'Polymers and Plastics', 'ASJC': 2507}]",35.231,Journals_Metadata/Advances in Civil Engineering.json
Advances in Climate Change Research,,SCI_Journals_2020,SCI,Advances in Climate Change Research,Elsevier ,['1674-9278'],"[[2020, 47], [2013, 47], [2021, 36], [2017, 34], [2016, 33], [2019, 31], [2011, 31], [2018, 30], [2015, 29], [2014, 29], [2012, 27], [2010, 17]]",277.0,114.0,391.0,"[{'name': 'Atmospheric Science', 'ASJC': 1902}, {'name': 'Global and Planetary Change', 'ASJC': 2306}, {'name': 'Management, Monitoring, Policy and Law', 'ASJC': 2308}]",35.231,Journals_Metadata/Advances in Climate Change Research.json
Advances in Clinical and Experimental Medicine,,SCI_Journals_2020,SCI,Advances in Clinical and Experimental Medicine,Wroclaw Medical University,['1899-5276'],"[[2018, 285], [2017, 197], [2020, 182], [2019, 170], [2016, 147], [2015, 142], [2014, 134], [2021, 65]]",905.0,417.0,1322.0,"[{'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}, {'name': 'General Medicine', 'ASJC': 2700}]",35.231,Journals_Metadata/Advances in Clinical and Experimental Medicine.json
Advances in Cognitive Psychology,,SCI_Journals_2020,SCI,Advances in Cognitive Psychology,University of Economics and Human Sciences in Warsaw,"['1895-1171', '1895-1171']","[[2007, 36], [2020, 32], [2017, 30], [2012, 29], [2013, 24], [2006, 22], [2016, 20], [2018, 19], [2015, 19], [2019, 18], [2014, 15], [2011, 15], [2010, 10], [2009, 10], [2005, 4], [2008, 1]]",254.0,50.0,304.0,"[{'name': 'Experimental and Cognitive Psychology', 'ASJC': 3205}]",35.231,Journals_Metadata/Advances in Cognitive Psychology.json
Advances in Computational Design,,SCI_Journals_2020,SCI,Advances in Computational Design,Techno-Press,['2383-8477'],"[[2016, 23], [2017, 12]]",35.0,0.0,35.0,[],35.231,Journals_Metadata/Advances in Computational Design.json
Advances in Condensed Matter Physics,,SCI_Journals_2020,SCI,Advances in Condensed Matter Physics,Hans Publishers,"['2326-3520', '2326-3512']","[[2015, 16], [2018, 13], [2013, 13], [2017, 12], [2019, 10], [2016, 8], [2021, 7], [2020, 7], [2014, 7], [2012, 1]]",70.0,24.0,94.0,[],35.231,Journals_Metadata/Advances in Condensed Matter Physics.json
Advances in Decision Sciences,,SCI_Journals_2020,SCI,Advances in Decision Sciences,Asia University,"['2090-3367', '2090-3359']","[[2012, 42], [2011, 26], [2020, 23], [2019, 20], [2018, 18], [2014, 17], [2010, 14], [2021, 12], [2013, 12], [2016, 7], [2015, 7], [2017, 3]]",146.0,55.0,201.0,"[{'name': 'General Decision Sciences', 'ASJC': 1800}, {'name': 'Applied Mathematics', 'ASJC': 2604}, {'name': 'Computational Mathematics', 'ASJC': 2605}, {'name': 'Statistics and Probability', 'ASJC': 2613}, {'name': 'General Decision Sciences', 'ASJC': 1800}, {'name': 'Applied Mathematics', 'ASJC': 2604}, {'name': 'Computational Mathematics', 'ASJC': 2605}, {'name': 'Statistics and Probability', 'ASJC': 2613}]",35.231,Journals_Metadata/Advances in Decision Sciences.json
Advances in Difference Equations,,SCI_Journals_2020,SCI,Advances in Difference Equations,Springer (Biomed Central Ltd.),"['1687-1847', '1687-1839']","[[2020, 690], [2019, 532], [2018, 476], [2017, 394], [2015, 386], [2013, 379], [2016, 328], [2014, 328], [2021, 251], [2010, 241], [2012, 232], [2011, 125], [2009, 79], [2006, 64], [2008, 41], [2005, 24], [2007, 23], [2004, 22]]",3142.0,1473.0,4615.0,"[{'name': 'Algebra and Number Theory', 'ASJC': 2602}, {'name': 'Analysis', 'ASJC': 2603}, {'name': 'Applied Mathematics', 'ASJC': 2604}]",35.231,Journals_Metadata/Advances in Difference Equations.json
Advances in Electrical and Computer Engineering,,SCI_Journals_2020,SCI,Advances in Electrical and Computer Engineering,Universitatea Stefan cel Mare din Suceava,"['1844-7600', '1582-7445']","[[2010, 100], [2014, 85], [2011, 81], [2013, 80], [2015, 76], [2018, 70], [2017, 67], [2016, 65], [2012, 64], [2020, 54], [2009, 54], [2019, 51], [2008, 31], [2007, 30], [2021, 12]]",803.0,117.0,920.0,"[{'name': 'General Computer Science', 'ASJC': 1700}, {'name': 'Electrical and Electronic Engineering', 'ASJC': 2208}]",35.231,Journals_Metadata/Advances in Electrical and Computer Engineering.json
Advances in Electrical and Electronic Engineering,,SCI_Journals_2020,SCI,Recent Advances in Electrical & Electronic Engineering (Formerly Recent Patents on Electrical & Electronic Engineering),Bentham Science,['2352-0965'],"[[2020, 143], [2019, 79], [2018, 78], [2021, 51], [2017, 49], [2016, 29], [2015, 23], [2014, 21]]",200.0,273.0,473.0,"[{'name': 'Electrical and Electronic Engineering', 'ASJC': 2208}, {'name': 'Electronic, Optical and Magnetic Materials', 'ASJC': 2504}]",35.231,Journals_Metadata/Advances in Electrical and Electronic Engineering.json
Advances in Fuzzy Systems,,SCI_Journals_2020,SCI,Advances in Fuzzy Sets and Systems,Pushpa Publishing House,['0973-421X'],"[[2015, 17], [2016, 15], [2017, 12], [2018, 10], [2020, 7], [2019, 6], [2021, 2]]",54.0,15.0,69.0,[],35.231,Journals_Metadata/Advances in Fuzzy Systems.json
Advances in Geosciences,,SCI_Journals_2020,SCI,Advances in Geosciences,Hans Publishers,"['2163-3975', '2163-3967']","[[2018, 151], [2019, 138], [2020, 126], [2017, 88], [2021, 54], [2016, 52], [2013, 51], [2014, 50], [2015, 48], [2012, 48], [2011, 7]]",495.0,318.0,813.0,[],35.231,Journals_Metadata/Advances in Geosciences.json
Advances in Group Theory and Applications,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Advances in Group Theory and Applications.json
Advances in Hematology,,SCI_Journals_2020,SCI,Advances in Hematology,Hindawi Limited,"['1687-9112', '1687-9104']","[[2012, 69], [2011, 40], [2010, 33], [2014, 30], [2020, 25], [2009, 23], [2016, 19], [2015, 18], [2019, 14], [2013, 14], [2018, 12], [2017, 7], [2021, 6]]",265.0,45.0,310.0,"[{'name': 'Hematology', 'ASJC': 2720}]",35.231,Journals_Metadata/Advances in Hematology.json
Advances in High Energy Physics,,SCI_Journals_2020,SCI,Advances in High Energy Physics,Hindawi Limited,"['1687-7365', '1687-7357']","[[2014, 198], [2018, 184], [2013, 180], [2015, 178], [2016, 157], [2017, 151], [2020, 97], [2019, 87], [2012, 59], [2021, 30], [2011, 28], [2010, 17], [2007, 8], [2009, 7], [2008, 6]]",1173.0,214.0,1387.0,"[{'name': 'Nuclear and High Energy Physics', 'ASJC': 3106}]",35.231,Journals_Metadata/Advances in High Energy Physics.json
Advances in Horticultural Science,,SCI_Journals_2020,SCI,Advances in Horticultural Science,Firenze University Press,"['1592-1573', '0394-6169']",,,,,"[{'name': 'Horticulture', 'ASJC': 1108}]",35.231,Journals_Metadata/Advances in Horticultural Science.json
Advances in Hospitality and Tourism Research,,SCI_Journals_2020,SCI,Advances in Hospitality and Tourism Research (AHTR),Advances in Hospitality and Tourism Research,['2147-9100'],"[[2020, 20], [2019, 17], [2018, 12], [2021, 6], [2017, 1]]",13.0,43.0,56.0,[],35.231,Journals_Metadata/Advances in Hospitality and Tourism Research.json
Advances in Human-Computer Interaction,,SCI_Journals_2020,SCI,Advances in Human-Computer Interaction,Hindawi Limited,"['1687-5907', '1687-5893']","[[2012, 37], [2018, 27], [2008, 20], [2014, 19], [2011, 19], [2019, 17], [2013, 17], [2010, 13], [2020, 11], [2016, 10], [2021, 9], [2015, 7], [2017, 6], [2009, 6]]",181.0,37.0,218.0,"[{'name': 'Human-Computer Interaction', 'ASJC': 1709}]",35.231,Journals_Metadata/Advances in Human-Computer Interaction.json
Advances in Materials Science and Engineering,,SCI_Journals_2020,SCI,International Journal of Advances in Materials Science and Engineering,Wireilla Scientific Publications,"['2201-2311', '2201-2311']","[[2015, 16], [2016, 8], [2014, 7], [2018, 5]]",36.0,0.0,36.0,[],35.231,Journals_Metadata/Advances in Materials Science and Engineering.json
Advances in Mathematical Physics,,SCI_Journals_2020,SCI,Advances in Theoretical and Mathematical Physics,"""International Press of Boston, Inc.""","['1095-0753', '1095-0761']","[[1999, 49], [1998, 48], [2017, 42], [2011, 40], [2009, 40], [2019, 39], [2018, 37], [2010, 36], [2001, 35], [2003, 34], [2012, 33], [2008, 32], [2000, 32], [2016, 31], [2014, 30], [2007, 27], [2002, 27], [2006, 26], [2004, 26], [2015, 25], [2005, 25], [2020, 22], [2013, 22], [1997, 16]]",713.0,61.0,774.0,"[{'name': 'General Mathematics', 'ASJC': 2600}, {'name': 'General Physics and Astronomy', 'ASJC': 3100}]",35.231,Journals_Metadata/Advances in Mathematical Physics.json
Advances in Mechanical Engineering,,SCI_Journals_2020,SCI,International Journal of Recent advances in Mechanical Engineering,Wireilla Scientific Publications,"['2200-5854', '2200-5854']","[[2015, 50], [2014, 36], [2016, 13], [2018, 6], [2017, 6], [2019, 2]]",111.0,2.0,113.0,[],35.231,Journals_Metadata/Advances in Mechanical Engineering.json
Advances in Meteorology,,SCI_Journals_2020,SCI,Advances in Statistical Climatology Meteorology and Oceanography,Copernicus GmbH,['2364-3587'],"[[2020, 14], [2019, 11], [2016, 11], [2017, 6], [2018, 5], [2015, 5], [2021, 3]]",27.0,28.0,55.0,[],35.231,Journals_Metadata/Advances in Meteorology.json
Advances in Military Technology,,SCI_Journals_2020,SCI,Advances in Military Technology,University of Defence,"['2533-4123', '1802-2308']","[[2020, 34], [2017, 29], [2018, 22], [2019, 21], [2016, 3]]",54.0,55.0,109.0,"[{'name': 'Aerospace Engineering', 'ASJC': 2202}, {'name': 'Automotive Engineering', 'ASJC': 2203}, {'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Control and Systems Engineering', 'ASJC': 2207}, {'name': 'Mechanical Engineering', 'ASJC': 2210}, {'name': 'Aerospace Engineering', 'ASJC': 2202}, {'name': 'Automotive Engineering', 'ASJC': 2203}, {'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Control and Systems Engineering', 'ASJC': 2207}, {'name': 'Mechanical Engineering', 'ASJC': 2210}, {'name': 'Aerospace Engineering', 'ASJC': 2202}, {'name': 'Automotive Engineering', 'ASJC': 2203}, {'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Control and Systems Engineering', 'ASJC': 2207}, {'name': 'Mechanical Engineering', 'ASJC': 2210}, {'name': 'Aerospace Engineering', 'ASJC': 2202}, {'name': 'Automotive Engineering', 'ASJC': 2203}, {'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Control and Systems Engineering', 'ASJC': 2207}, {'name': 'Mechanical Engineering', 'ASJC': 2210}, {'name': 'Aerospace Engineering', 'ASJC': 2202}, {'name': 'Automotive Engineering', 'ASJC': 2203}, {'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Control and Systems Engineering', 'ASJC': 2207}, {'name': 'Mechanical Engineering', 'ASJC': 2210}]",35.231,Journals_Metadata/Advances in Military Technology.json
Advances in Multimedia,,SCI_Journals_2020,SCI,Advances in Multimedia Technology,AICIT,"['2234-1552', '2234-1544']","[[2012, 4]]",4.0,0.0,4.0,[],35.231,Journals_Metadata/Advances in Multimedia.json
Advances in Nonlinear Analysis,,SCI_Journals_2020,SCI,Advances in Nonlinear Analysis,Walter de Gruyter GmbH,"['2191-950X', '2191-9496']","[[2018, 72], [2017, 66], [2020, 60], [2019, 57], [2016, 36], [2014, 29], [2015, 25], [2012, 22], [2013, 20], [2021, 14]]",270.0,131.0,401.0,[],35.231,Journals_Metadata/Advances in Nonlinear Analysis.json
Advances in Oceanography and Limnology,,SCI_Journals_2020,SCI,Advances in Oceanography and Limnology,PAGEPress Publications,"['1947-573X', '1947-5721']","[[2013, 29], [2010, 28], [2017, 22], [2012, 22], [2016, 18], [2014, 18], [2011, 18], [2019, 11], [2018, 9], [2015, 8], [2020, 6], [2021, 1]]",172.0,18.0,190.0,"[{'name': 'Aquatic Science', 'ASJC': 1104}, {'name': 'Oceanography', 'ASJC': 1910}]",35.231,Journals_Metadata/Advances in Oceanography and Limnology.json
Advances in Operations Research,,SCI_Journals_2020,SCI,Advances in Operations Research,Hindawi Limited,"['1687-9155', '1687-9147']","[[2012, 26], [2016, 19], [2014, 17], [2011, 15], [2018, 11], [2013, 11], [2009, 11], [2020, 10], [2017, 10], [2015, 10], [2019, 8], [2010, 5], [2021, 2]]",135.0,20.0,155.0,"[{'name': 'Management Science and Operations Research', 'ASJC': 1803}]",35.231,Journals_Metadata/Advances in Operations Research.json
Advances in Operator Theory,,SCI_Journals_2020,SCI,Advances in Operator Theory,Springer-Verlag,"['2538-225X', '2662-2009']","[[2020, 105], [2019, 66], [2018, 40], [2021, 20]]",40.0,191.0,231.0,[],35.231,Journals_Metadata/Advances in Operator Theory.json
